request;intent
CADOCS, quali sono i community smells degli ultimi tre mesi sul progetto LINK? ;get_smells_date
CADOCS puoi dirmi quali community smells sono presenti in questa repository LINK dal 10/05/2022?;get_smells_date
Ciao CADOCS. Quali community smells sono presenti dal 10/05/2022 in questa repository LINK? ;get_smells_date
Cadocs quali community smells ci sono per questa repository LINK dal 10/05/2022 in poi?;get_smells_date
CADOCS dimmi i community smells di questa repository LINK dal 11/06/2022 in poi;get_smells_date
dimmi quali sono i community smells in LINK dal 10 maggio 2022;get_smells_date
Mi puoi fornire i community del 30/10/23 LINK;get_smells_date
Forniscimi i community smells della repository LINK a partire dal 10 maggio 2022;get_smells_date
Che community smells ci sono in questa repository LINK dal 12/09/2021 in poi? ;get_smells_date
Mostrami i community smells in LINK a partire dal 5/2/2018;get_smells_date
Cadocs che community smells ci sono in questa repository LINK dal 23/06/2020;get_smells_date
Ciao CADOCS puoi fornirmi i community smells presenti in LINK dal 10/05/2022 in poi;get_smells_date
Dammi la lista dei community smells di questa repo LINK a partire dal 10/05/2022 fino ad oggi;get_smells_date
CADOCS dal giorno 07/06/2021 quali community smells ci sono in questa repository LINK?;get_smells_date
CADOS puoi dirmi quali sono le community smells presenti in questa repository LINK dal 20/04/2022 in poi?;get_smells_date
Ciao CADOCS, potresti riportarmi eventuali community smells presenti nella repository LINK dal giorno 12/04/2006 in poi, per favore? ;get_smells_date
Ciao, ho bisogno dei community smells di questa repository LINK a partire dal 10/05/2023;get_smells_date
Mostrami l'ultimo report;report
CADOCS Mi mostri l'ultimo report;report
Puoi mostrare l'ultimo report? ;report
mostrami l'ultimo report;report
Mostrami l'ultimo report ;report
Puoi mostrarmi l'ultimo report?;report
Mostrami i dati dell'ultimo report;report
Potresti farmi visualizzare l’ultimo report prodotto?;report
Ciao cadocs mi mostreresti l’ultimo report ?;report
Potresti mostrarmi l'ultimo report?;report
Ehi CADOCS, mostrami l'ultimo report;report
mostrami l'ultimo report;report
Mi mostri l'ultimo report?;report
Mostrami l'ultimo report;report
Mostrami l’ultimo report;report
Mi mostri l’ultimo report? ;report
potresti mostrarmi l’ultimo report?;report
CADOCS voglio l’ultimo report prodotto;report
Dammi l’ultimo report che hai esagito ?;report
Mosta ultimo report;report
Mi mostri l’ultimo report?;report
Mostrami l'ultimo report prodotto;report
Mi fai vedere l'ultimo report?;report
Ultimo report;report
Report ultimo;report
fammi vedere l'ultimo report;report
Mostrami gli ultimi risultati ;report
Fammi vedere l’ultimo report individuato;report
ciao cadocs mi mostri un report dell'ultima esecuzione ;report
Mi mostri l'ultimo report? ;report
CADOCS mostrami l'ultimo report del prodotto;report
Mostrammi l'ultimo report;report
Mi mostri l’ultimo report?;report
Ultimo report;report
Ciao CADOCS mi mostri l'ultimo report?;report
CADOCS, mi mostri l'ultimo report prodotto?;report
Mostrami l'ultimo report prodotto;report
Mi mostri l'ultimo report?;report
CADOCS qual è l'ultimo report?;report
Riusciresti a mostrarmi l'ultimo report?;report
CADOCS, cosa dice l'ultimo report? ;report
CADOCS prendi l'ultimo report e mostramelo;report
CIAO CADOCS. Mi mostri l'ultimo report? ;report
Cadocs mostrami l'ultimo report prodotto;report
CADOCS mostrami l’ultimo report;report
dammi l'ultimo report;report
Qual'è l'ultimo report prodotto ?;report
Mostrami l'ultimo report;report
Fammi vedere l’ultimo report;report
Ultimo report;report
Cadocs mostrami l’ultimo report ;report
Ciao CADOCS mi mostri l’ultimo report;report
Mostra l'ultimo report;report
CADOCS puoi mostrarmi l'ultimo report prodotto? ;report
CADOCS potresti mostrarmi l'ultimo report?;report
Ciao CADOCS, ti dispiacerebbe mostrarmi l'ultimo report che hai prodotto?;report
Mi mostri l'ultimo report?;report
Quali community smells puoi identificare?;info
CADOCS quali community smell riconosci;info
Che community smells sai identificare? ;info
mostrami quali community smells sei in grado di identificare ;info
Quali community smells conosci?;info
che tipi di community smells sei in grado di identificare?;info
Che tipologie di community smells sei in grado di identificare?;info
Quali community smells sei in grado di trovare?;info
quali community smells sei in grado di identificare?;info
Potrei sapere quali community smells sei in grado di identificare?;info
Ciao CADOCS, sai dirmi quali community smells sei in grado di identificare?;info
Quali community smells identifichi?;info
Ciao, quali communty smells puoi riconoscere?;info
Cadocs che tipo di community smells sei in grado di verificare? ;info
Quali community smells puoi identificare?;info
Vorrei sapere quali community smells sei in grado di identificare? ;info
ciao, quali community smells saresti in grado di identificare?;info
CADOCS dimmi quali sono i community smells che puoi individuare;info
Mi puoi dire quali community smells esistono?;info
Quali community sai identificare ?;info
Quali community smells puoi riconoscere?;info
Elencami tutte le community smells sei in grado di individuare ;info
Mi puoi dire quali sono i community smells?;info
Che tipo di community smells puoi individuare;info
mostra community smells;info
Che tipo di smells conosci?;info
Quali smells puoi trovare?;info
Quali modalità usi per identificare i community smells?;info
quali community smell puoi identificare?;info
Vorrei sapere quali community smells sei in grado di identificare;info
CADOCS, vorrei sapere quali community smells sai identificare;info
Posso avere più informazioni sui tipi di community smells che puoi identificare ;info
Vorrei sapere quali community smells sei in grado di identificare;info
Quali community smells puoi identificare?;info
Ciao CADOCS vorrei sapere quali community smells sei in grado di identificare;info
Cadocs, quali community smells puoi identificare?;info
Che tipo di community smells puoi identificare?;info
Mi interesserebbe sapere quali community smells puoi identificare;info
CADOCS, quali community smell puoi rilevare?;info
Quali community smells sai identificare;info
CADOCS, quali community smells conosci?;info
CADOCS puoi farmi degli esempi di community smells che sei in grado di identificare?;info
Ciao CADOCS. Quali community smells identifichi? ;info
Cadocs quali community smells conosci?;info
CADOCS dimmi quali community smells puoi identificare;info
quali community smells sai identificare?;info
Quali community smells mi puoi identificare ?;info
Quali community smells sei in grado di indentificare?;info
Quali sono i community smells che sai identificare?;info
Dammi info sui community smells;info
Cadocs fammi una lista di community smells che puoi identificare ;info
Ciao CADOCS quali sono i community smells che puoi identificare;info
Quali community smells sai identificare?;info
CADOCS quali informazioni sui community smells riesci a fornirmi?;info
CADOCS quali sono le community smells che sei in grado di identificare?;info
Salve CADOCS, potresti gentilmente indicarmi i community smells che sei in grado di identificare?;info
Quali community smells puoi identificare?;info
